cell_nm	passed_qc	group
1CDX4_58	0	NA
1CDX4_61	1	late-S/G2
1CDX4_62	1	post-M
1CDX4_63	1	late-S/G2
1CDX4_64	1	late-S/G2
1CDX4_65	1	late-S/G2
1CDX4_66	1	late-S/G2
1CDX4_67	1	G1
1CDX4_68	0	NA
1CDX4_71	1	pre-M
1CDX4_72	1	late-S/G2
1CDX4_73	1	late-S/G2
1CDX4_74	1	post-M
1CDX4_75	1	late-S/G2
1CDX4_76	1	late-S/G2
1CDX4_77	1	late-S/G2
1CDX4_78	0	NA
1CDX4_81	1	late-S/G2
1CDX4_82	1	late-S/G2
1CDX4_83	1	late-S/G2
1CDX4_84	1	late-S/G2
1CDX4_85	1	late-S/G2
1CDX4_86	1	late-S/G2
1CDX4_87	1	late-S/G2
1CDX4_88	0	NA
1CDX4_91	1	late-S/G2
1CDX4_92	1	late-S/G2
1CDX4_93	1	late-S/G2
1CDX4_94	1	late-S/G2
1CDX4_95	1	early-S
1CDX4_96	0	NA
1CDX4_97	1	late-S/G2
1CDX4_98	0	NA
1CDX4_101	1	late-S/G2
1CDX4_102	1	late-S/G2
1CDX4_103	1	late-S/G2
1CDX4_104	1	pre-M
1CDX4_105	1	late-S/G2
1CDX4_106	1	late-S/G2
1CDX4_107	1	late-S/G2
1CDX4_108	0	NA
1CDX4_111	1	late-S/G2
1CDX4_112	0	NA
1CDX4_113	1	late-S/G2
1CDX4_114	1	late-S/G2
1CDX4_115	1	early-S
1CDX4_116	1	late-S/G2
1CDX4_117	1	late-S/G2
1CDX4_118	0	NA
1CDX4_121	1	late-S/G2
1CDX4_122	0	NA
1CDX4_123	0	NA
1CDX4_124	1	late-S/G2
1CDX4_125	1	late-S/G2
1CDX4_126	1	early-S
1CDX4_127	1	late-S/G2
1CDX4_128	0	NA
1CDX4_131	0	NA
1CDX4_132	1	late-S/G2
1CDX4_133	1	late-S/G2
1CDX4_134	1	early-S
1CDX4_135	1	late-S/G2
1CDX4_136	1	late-S/G2
1CDX4_137	1	late-S/G2
1CDX4_138	0	NA
1CDX4_141	0	NA
1CDX4_142	1	late-S/G2
1CDX4_143	1	late-S/G2
1CDX4_144	1	late-S/G2
1CDX4_145	1	late-S/G2
1CDX4_146	1	late-S/G2
1CDX4_147	1	post-M
1CDX4_148	1	late-S/G2
1CDX4_151	1	late-S/G2
1CDX4_152	1	late-S/G2
1CDX4_153	1	late-S/G2
1CDX4_154	1	late-S/G2
1CDX4_155	1	late-S/G2
1CDX4_156	1	late-S/G2
1CDX4_157	1	late-S/G2
1CDX4_158	1	late-S/G2
1CDX4_161	1	late-S/G2
1CDX4_162	1	late-S/G2
1CDX4_163	1	early-S
1CDX4_164	1	late-S/G2
1CDX4_165	1	late-S/G2
1CDX4_166	1	pre-M
1CDX4_167	1	late-S/G2
1CDX4_168	0	NA
1CDX4_171	1	late-S/G2
1CDX4_172	1	late-S/G2
1CDX4_173	1	late-S/G2
1CDX4_174	1	late-S/G2
1CDX4_175	1	late-S/G2
1CDX4_176	1	late-S/G2
1CDX4_177	1	late-S/G2
1CDX4_178	1	late-S/G2
1CDX4_181	1	late-S/G2
1CDX4_182	1	late-S/G2
1CDX4_183	1	late-S/G2
1CDX4_184	0	NA
1CDX4_185	1	late-S/G2
1CDX4_186	1	late-S/G2
1CDX4_187	1	late-S/G2
1CDX4_188	0	NA
1CDX4_191	1	early-S
1CDX4_192	1	late-S/G2
1CDX4_193	1	late-S/G2
1CDX4_194	1	late-S/G2
1CDX4_195	1	G1
1CDX4_196	0	NA
1CDX4_197	1	late-S/G2
1CDX4_198	0	NA
1CDX4_201	1	late-S/G2
1CDX4_202	1	late-S/G2
1CDX4_203	1	pre-M
1CDX4_204	1	early-S
1CDX4_205	1	late-S/G2
1CDX4_206	1	early-S
1CDX4_207	1	late-S/G2
1CDX4_208	0	NA
1CDX4_211	0	NA
1CDX4_212	1	late-S/G2
1CDX4_213	0	NA
1CDX4_214	1	late-S/G2
1CDX4_215	0	NA
1CDX4_216	1	late-S/G2
1CDX4_217	1	late-S/G2
1CDX4_218	0	NA
1CDX4_221	1	late-S/G2
1CDX4_222	1	late-S/G2
1CDX4_223	1	post-M
1CDX4_224	1	late-S/G2
1CDX4_225	1	late-S/G2
1CDX4_226	1	late-S/G2
1CDX4_227	0	NA
1CDX4_228	0	NA
1CDX4_231	0	NA
1CDX4_232	1	late-S/G2
1CDX4_233	1	late-S/G2
1CDX4_234	1	late-S/G2
1CDX4_235	1	post-M
1CDX4_236	1	late-S/G2
1CDX4_237	1	late-S/G2
1CDX4_238	0	NA
1CDX4_241	1	early-S
1CDX4_242	1	post-M
1CDX4_243	1	post-M
1CDX4_244	1	late-S/G2
1CDX4_245	1	early-S
1CDX4_246	1	late-S/G2
1CDX4_247	1	early-S
1CDX4_248	1	late-S/G2
1CDX4_251	1	pre-M
1CDX4_252	1	late-S/G2
1CDX4_253	1	late-S/G2
1CDX4_254	1	late-S/G2
1CDX4_255	1	post-M
1CDX4_256	1	late-S/G2
1CDX4_257	1	late-S/G2
1CDX4_258	1	late-S/G2
1CDX4_261	1	late-S/G2
1CDX4_262	1	late-S/G2
1CDX4_263	1	late-S/G2
1CDX4_264	1	late-S/G2
1CDX4_265	1	late-S/G2
1CDX4_266	1	late-S/G2
1CDX4_267	1	late-S/G2
1CDX4_268	1	early-S
1CDX4_271	0	NA
1CDX4_272	1	late-S/G2
1CDX4_273	1	early-S
1CDX4_274	1	late-S/G2
1CDX4_275	1	late-S/G2
1CDX4_276	1	post-M
1CDX4_277	1	early-S
1CDX4_278	1	early-S
1CDX4_281	1	late-S/G2
1CDX4_282	1	early-S
1CDX4_283	1	pre-M
1CDX4_284	1	late-S/G2
1CDX4_285	1	pre-M
1CDX4_286	1	early-S
1CDX4_287	1	late-S/G2
1CDX4_288	0	NA
1CDX4_291	1	pre-M
1CDX4_292	1	late-S/G2
1CDX4_293	1	late-S/G2
1CDX4_294	1	late-S/G2
1CDX4_295	1	late-S/G2
1CDX4_296	1	late-S/G2
1CDX4_297	1	late-S/G2
1CDX4_298	0	NA
1CDX4_301	1	early-S
1CDX4_302	1	early-S
1CDX4_303	1	late-S/G2
1CDX4_304	1	late-S/G2
1CDX4_305	1	late-S/G2
1CDX4_306	0	NA
1CDX4_307	1	late-S/G2
1CDX4_308	0	NA
1CDX4_311	1	post-M
1CDX4_312	1	late-S/G2
1CDX4_313	1	late-S/G2
1CDX4_314	1	late-S/G2
1CDX4_315	1	post-M
1CDX4_316	1	late-S/G2
1CDX4_317	1	late-S/G2
1CDX4_318	0	NA
1CDX4_321	1	late-S/G2
1CDX4_322	0	NA
1CDX4_323	1	early-S
1CDX4_324	1	pre-M
1CDX4_325	1	late-S/G2
1CDX4_326	1	late-S/G2
1CDX4_327	1	late-S/G2
1CDX4_328	0	NA
1CDX4_331	0	NA
1CDX4_332	1	pre-M
1CDX4_333	1	late-S/G2
1CDX4_334	1	late-S/G2
1CDX4_335	1	late-S/G2
1CDX4_336	1	late-S/G2
1CDX4_337	1	late-S/G2
1CDX4_338	0	NA
1CDX4_341	1	late-S/G2
1CDX4_342	1	late-S/G2
1CDX4_343	1	late-S/G2
1CDX4_344	1	late-S/G2
1CDX4_345	1	late-S/G2
1CDX4_346	1	late-S/G2
1CDX4_347	1	pre-M
1CDX4_348	1	late-S/G2
1CDX4_351	0	NA
1CDX4_352	1	early-S
1CDX4_353	1	late-S/G2
1CDX4_354	1	late-S/G2
1CDX4_355	1	late-S/G2
1CDX4_356	1	late-S/G2
1CDX4_357	1	late-S/G2
1CDX4_358	0	NA
1CDX4_361	0	NA
1CDX4_362	0	NA
1CDX4_363	1	late-S/G2
1CDX4_364	1	late-S/G2
1CDX4_365	1	early-S
1CDX4_366	1	late-S/G2
1CDX4_367	1	early-S
1CDX4_368	0	NA
1CDX4_371	1	late-S/G2
1CDX4_372	1	late-S/G2
1CDX4_373	1	post-M
1CDX4_374	1	late-S/G2
1CDX4_375	1	pre-M
1CDX4_376	1	late-S/G2
1CDX4_377	1	late-S/G2
1CDX4_378	0	NA
1CDX4_381	1	pre-M
1CDX4_382	1	late-S/G2
1CDX4_383	1	late-S/G2
1CDX4_384	1	late-S/G2
1CDX4_385	1	late-S/G2
1CDX4_386	1	post-M
1CDX4_387	1	late-S/G2
1CDX4_388	0	NA
1CDX4_391	1	late-S/G2
1CDX4_392	1	pre-M
1CDX4_393	1	early-S
1CDX4_394	1	late-S/G2
1CDX4_395	0	NA
1CDX4_396	1	late-S/G2
1CDX4_397	1	pre-M
1CDX4_398	0	NA
1CDX4_401	0	NA
1CDX4_402	0	NA
1CDX4_403	1	late-S/G2
1CDX4_404	1	late-S/G2
1CDX4_405	1	late-S/G2
1CDX4_406	1	late-S/G2
1CDX4_407	1	late-S/G2
1CDX4_408	0	NA
1CDX4_411	1	late-S/G2
1CDX4_412	1	post-M
1CDX4_413	1	late-S/G2
1CDX4_414	1	late-S/G2
1CDX4_415	1	late-S/G2
1CDX4_416	1	late-S/G2
1CDX4_417	1	late-S/G2
1CDX4_418	1	late-S/G2
1CDX4_421	1	late-S/G2
1CDX4_422	1	late-S/G2
1CDX4_423	1	late-S/G2
1CDX4_424	1	late-S/G2
1CDX4_425	1	pre-M
1CDX4_426	1	late-S/G2
1CDX4_427	0	NA
1CDX4_428	1	late-S/G2
1CDX4_431	1	early-S
1CDX4_432	1	late-S/G2
1CDX4_433	1	late-S/G2
1CDX4_434	1	late-S/G2
1CDX4_435	1	late-S/G2
1CDX4_436	1	late-S/G2
1CDX4_437	1	late-S/G2
1CDX4_438	1	late-S/G2
1CDX4_441	1	late-S/G2
1CDX4_442	1	pre-M
1CDX4_443	1	pre-M
1CDX4_444	1	early-S
1CDX4_445	0	NA
1CDX4_446	1	late-S/G2
1CDX4_447	1	late-S/G2
1CDX4_448	1	late-S/G2
1CDX4_451	0	NA
1CDX4_452	1	late-S/G2
1CDX4_453	1	post-M
1CDX4_454	1	late-S/G2
1CDX4_455	1	late-S/G2
1CDX4_456	1	late-S/G2
1CDX4_457	1	pre-M
1CDX4_458	1	late-S/G2
1CDX4_461	0	NA
1CDX4_462	1	late-S/G2
1CDX4_463	1	late-S/G2
1CDX4_464	1	late-S/G2
1CDX4_465	1	late-S/G2
1CDX4_466	1	late-S/G2
1CDX4_467	1	late-S/G2
1CDX4_468	1	late-S/G2
1CDX4_471	0	NA
1CDX4_472	1	late-S/G2
1CDX4_473	1	post-M
1CDX4_474	1	late-S/G2
1CDX4_475	1	late-S/G2
1CDX4_476	1	G1
1CDX4_477	1	late-S/G2
1CDX4_478	0	NA
1CDX4_481	0	NA
1CDX4_482	1	early-S
1CDX4_483	1	early-S
1CDX4_484	1	late-S/G2
1CDX4_485	1	late-S/G2
1CDX4_486	1	late-S/G2
1CDX4_487	1	late-S/G2
1CDX4_488	0	NA
1CDES_p1_C10	1	late-S/G2
1CDES_p1_C3	0	NA
1CDES_p1_C4	1	early-S
1CDES_p1_C5	0	NA
1CDES_p1_C6	0	NA
1CDES_p1_C7	1	late-S/G2
1CDES_p1_C8	1	early-S
1CDES_p1_C9	1	late-S/G2
1CDES_p1_D10	0	NA
1CDES_p1_D3	1	late-S/G2
1CDES_p1_D4	1	G1
1CDES_p1_D5	0	NA
1CDES_p1_D6	1	early-S
1CDES_p1_D7	1	late-S/G2
1CDES_p1_D8	1	early-S
1CDES_p1_D9	1	early-S
1CDES_p1_E10	1	G1
1CDES_p1_E3	0	NA
1CDES_p1_E4	1	early-S
1CDES_p1_E5	1	early-S
1CDES_p1_E6	1	G1
1CDES_p1_E7	1	pre-M
1CDES_p1_E8	0	NA
1CDES_p1_E9	0	NA
1CDES_p3_A1	1	G1
1CDES_p3_A10	0	NA
1CDES_p3_A11	0	NA
1CDES_p3_A12	0	NA
1CDES_p3_A2	0	NA
1CDES_p3_A3	1	post-M
1CDES_p3_A4	1	late-S/G2
1CDES_p3_A5	1	late-S/G2
1CDES_p3_A6	0	NA
1CDES_p3_A7	1	late-S/G2
1CDES_p3_A8	0	NA
1CDES_p3_A9	0	NA
1CDES_p3_B1	1	G1
1CDES_p3_B10	0	NA
1CDES_p3_B11	0	NA
1CDES_p3_B12	0	NA
1CDES_p3_B2	1	early-S
1CDES_p3_B3	1	early-S
1CDES_p3_B4	1	late-S/G2
1CDES_p3_B5	1	early-S
1CDES_p3_B6	1	late-S/G2
1CDES_p3_B7	1	late-S/G2
1CDES_p3_B8	1	early-S
1CDES_p3_B9	1	late-S/G2
1CDES_p3_C1	0	NA
1CDES_p3_C10	0	NA
1CDES_p3_C11	0	NA
1CDES_p3_C12	0	NA
1CDES_p3_C2	1	late-S/G2
1CDES_p3_C3	1	early-S
1CDES_p3_C4	1	early-S
1CDES_p3_C5	1	G1
1CDES_p3_C6	0	NA
1CDES_p3_C7	0	NA
1CDES_p3_C8	1	early-S
1CDES_p3_C9	1	late-S/G2
1CDES_p3_D1	1	early-S
1CDES_p3_D10	0	NA
1CDES_p3_D11	0	NA
1CDES_p3_D12	0	NA
1CDES_p3_D2	1	early-S
1CDES_p3_D3	1	early-S
1CDES_p3_D4	1	early-S
1CDES_p3_D5	0	NA
1CDES_p3_D6	0	NA
1CDES_p3_D7	0	NA
1CDES_p3_D8	0	NA
1CDES_p3_D9	0	NA
1CDES_p3_E1	1	early-S
1CDES_p3_E10	1	late-S/G2
1CDES_p3_E11	1	late-S/G2
1CDES_p3_E12	0	NA
1CDES_p3_E2	1	late-S/G2
1CDES_p3_E3	1	late-S/G2
1CDES_p3_E4	1	early-S
1CDES_p3_E5	1	G1
1CDES_p3_E6	1	late-S/G2
1CDES_p3_E7	1	early-S
1CDES_p3_E8	1	late-S/G2
1CDES_p3_E9	1	late-S/G2
1CDES_p3_F1	1	late-S/G2
1CDES_p3_F10	1	late-S/G2
1CDES_p3_F11	0	NA
1CDES_p3_F12	0	NA
1CDES_p3_F2	0	NA
1CDES_p3_F3	1	G1
1CDES_p3_F4	1	early-S
1CDES_p3_F5	1	late-S/G2
1CDES_p3_F6	1	late-S/G2
1CDES_p3_F7	1	late-S/G2
1CDES_p3_F8	1	early-S
1CDES_p3_F9	1	late-S/G2
1CDES_p3_G1	0	NA
1CDES_p3_G10	1	late-S/G2
1CDES_p3_G11	0	NA
1CDES_p3_G12	0	NA
1CDES_p3_G2	0	NA
1CDES_p3_G3	1	early-S
1CDES_p3_G4	1	late-S/G2
1CDES_p3_G5	1	late-S/G2
1CDES_p3_G6	1	late-S/G2
1CDES_p3_G7	0	NA
1CDES_p3_G8	1	G1
1CDES_p3_G9	1	early-S
1CDES_p3_H1	0	NA
1CDES_p3_H10	0	NA
1CDES_p3_H11	0	NA
1CDES_p3_H12	0	NA
1CDES_p3_H2	0	NA
1CDES_p3_H3	0	NA
1CDES_p3_H4	0	NA
1CDES_p3_H5	1	G1
1CDES_p3_H6	1	early-S
1CDES_p3_H7	1	late-S/G2
1CDES_p3_H8	0	NA
1CDES_p3_H9	1	late-S/G2
1CDES_p4_A1	1	late-S/G2
1CDES_p4_A10	1	early-S
1CDES_p4_A11	0	NA
1CDES_p4_A12	1	late-S/G2
1CDES_p4_A2	1	G1
1CDES_p4_A3	1	early-S
1CDES_p4_A4	1	early-S
1CDES_p4_A5	1	early-S
1CDES_p4_A6	1	late-S/G2
1CDES_p4_A7	1	early-S
1CDES_p4_A8	0	NA
1CDES_p4_A9	1	early-S
1CDES_p4_B1	1	late-S/G2
1CDES_p4_B10	1	late-S/G2
1CDES_p4_B11	1	late-S/G2
1CDES_p4_B12	1	G1
1CDES_p4_B2	1	G1
1CDES_p4_B3	0	NA
1CDES_p4_B4	0	NA
1CDES_p4_B5	1	G1
1CDES_p4_B6	1	early-S
1CDES_p4_B7	1	early-S
1CDES_p4_B8	1	late-S/G2
1CDES_p4_B9	1	late-S/G2
1CDES_p4_C1	1	early-S
1CDES_p4_C10	1	G1
1CDES_p4_C11	1	early-S
1CDES_p4_C12	1	early-S
1CDES_p4_C2	1	late-S/G2
1CDES_p4_C3	0	NA
1CDES_p4_C4	1	late-S/G2
1CDES_p4_C5	1	early-S
1CDES_p4_C6	1	late-S/G2
1CDES_p4_C7	1	early-S
1CDES_p4_C8	1	early-S
1CDES_p4_C9	1	late-S/G2
1CDES_p4_D1	1	late-S/G2
1CDES_p4_D10	1	late-S/G2
1CDES_p4_D11	1	late-S/G2
1CDES_p4_D12	1	G1
1CDES_p4_D2	1	G1
1CDES_p4_D3	1	early-S
1CDES_p4_D4	1	early-S
1CDES_p4_D5	1	late-S/G2
1CDES_p4_D6	1	late-S/G2
1CDES_p4_D7	0	NA
1CDES_p4_D8	1	early-S
1CDES_p4_D9	1	early-S
1CDES_p4_E1	1	late-S/G2
1CDES_p4_E10	1	early-S
1CDES_p4_E11	0	NA
1CDES_p4_E12	0	NA
1CDES_p4_E2	0	NA
1CDES_p4_E3	1	G1
1CDES_p4_E4	1	late-S/G2
1CDES_p4_E5	1	early-S
1CDES_p4_E6	1	late-S/G2
1CDES_p4_E7	1	G1
1CDES_p4_E8	0	NA
1CDES_p4_E9	1	late-S/G2
1CDES_p4_F1	0	NA
1CDES_p4_F10	0	NA
1CDES_p4_F11	1	late-S/G2
1CDES_p4_F12	0	NA
1CDES_p4_F2	0	NA
1CDES_p4_F3	0	NA
1CDES_p4_F4	1	early-S
1CDES_p4_F5	1	late-S/G2
1CDES_p4_F6	0	NA
1CDES_p4_F7	0	NA
1CDES_p4_F8	0	NA
1CDES_p4_F9	1	late-S/G2
1CDES_p4_G1	1	late-S/G2
1CDES_p4_G10	1	early-S
1CDES_p4_G11	0	NA
1CDES_p4_G12	0	NA
1CDES_p4_G2	0	NA
1CDES_p4_G3	0	NA
1CDES_p4_G4	0	NA
1CDES_p4_G5	1	late-S/G2
1CDES_p4_G6	1	late-S/G2
1CDES_p4_G7	0	NA
1CDES_p4_G8	1	early-S
1CDES_p4_G9	1	late-S/G2
1CDES_p4_H1	0	NA
1CDES_p4_H10	1	late-S/G2
1CDES_p4_H11	0	NA
1CDES_p4_H12	1	late-S/G2
1CDES_p4_H2	0	NA
1CDES_p4_H3	0	NA
1CDES_p4_H4	1	early-S
1CDES_p4_H5	1	late-S/G2
1CDES_p4_H6	0	NA
1CDES_p4_H7	1	early-S
1CDES_p4_H8	1	late-S/G2
1CDES_p4_H9	1	late-S/G2
1CDES_p5_A1	0	NA
1CDES_p5_A10	1	late-S/G2
1CDES_p5_A11	1	early-S
1CDES_p5_A12	1	early-S
1CDES_p5_A2	0	NA
1CDES_p5_A3	0	NA
1CDES_p5_A4	1	late-S/G2
1CDES_p5_A5	1	early-S
1CDES_p5_A6	1	late-S/G2
1CDES_p5_A7	1	early-S
1CDES_p5_A8	1	early-S
1CDES_p5_A9	1	late-S/G2
1CDES_p5_B1	0	NA
1CDES_p5_B10	1	early-S
1CDES_p5_B11	1	late-S/G2
1CDES_p5_B12	0	NA
1CDES_p5_B2	0	NA
1CDES_p5_B3	0	NA
1CDES_p5_B4	1	late-S/G2
1CDES_p5_B5	0	NA
1CDES_p5_B6	0	NA
1CDES_p5_B7	1	late-S/G2
1CDES_p5_B8	1	early-S
1CDES_p5_B9	1	late-S/G2
1CDES_p5_C1	0	NA
1CDES_p5_C10	0	NA
1CDES_p5_C11	1	late-S/G2
1CDES_p5_C12	1	early-S
1CDES_p5_C2	0	NA
1CDES_p5_C3	0	NA
1CDES_p5_C4	1	early-S
1CDES_p5_C5	0	NA
1CDES_p5_C6	0	NA
1CDES_p5_C7	1	early-S
1CDES_p5_C8	1	late-S/G2
1CDES_p5_C9	0	NA
1CDES_p5_D1	1	late-S/G2
1CDES_p5_D10	0	NA
1CDES_p5_D11	1	early-S
1CDES_p5_D12	1	early-S
1CDES_p5_D2	0	NA
1CDES_p5_D3	1	early-S
1CDES_p5_D4	0	NA
1CDES_p5_D5	1	late-S/G2
1CDES_p5_D6	1	early-S
1CDES_p5_D7	1	late-S/G2
1CDES_p5_D8	0	NA
1CDES_p5_D9	1	late-S/G2
1CDES_p5_E1	1	early-S
1CDES_p5_E10	0	NA
1CDES_p5_E11	1	late-S/G2
1CDES_p5_E12	1	G1
1CDES_p5_E2	1	late-S/G2
1CDES_p5_E3	1	early-S
1CDES_p5_E4	0	NA
1CDES_p5_E5	0	NA
1CDES_p5_E6	1	early-S
1CDES_p5_E7	1	late-S/G2
1CDES_p5_E8	1	late-S/G2
1CDES_p5_E9	0	NA
1CDES_p5_F1	1	late-S/G2
1CDES_p5_F10	0	NA
1CDES_p5_F11	0	NA
1CDES_p5_F12	1	early-S
1CDES_p5_F2	1	late-S/G2
1CDES_p5_F3	1	early-S
1CDES_p5_F4	1	late-S/G2
1CDES_p5_F5	1	late-S/G2
1CDES_p5_F6	1	late-S/G2
1CDES_p5_F7	1	early-S
1CDES_p5_F8	1	late-S/G2
1CDES_p5_F9	0	NA
1CDES_p5_G1	0	NA
1CDES_p5_G10	0	NA
1CDES_p5_G11	0	NA
1CDES_p5_G12	1	late-S/G2
1CDES_p5_G2	0	NA
1CDES_p5_G3	1	early-S
1CDES_p5_G4	0	NA
1CDES_p5_G5	0	NA
1CDES_p5_G6	1	late-S/G2
1CDES_p5_G7	0	NA
1CDES_p5_G8	0	NA
1CDES_p5_G9	1	late-S/G2
1CDES_p5_H1	0	NA
1CDES_p5_H10	1	late-S/G2
1CDES_p5_H11	0	NA
1CDES_p5_H12	0	NA
1CDES_p5_H2	0	NA
1CDES_p5_H3	0	NA
1CDES_p5_H4	0	NA
1CDES_p5_H5	1	late-S/G2
1CDES_p5_H6	1	late-S/G2
1CDES_p5_H7	1	late-S/G2
1CDES_p5_H8	1	early-S
1CDES_p5_H9	0	NA
1CDES_p6_A1	0	NA
1CDES_p6_A10	0	NA
1CDES_p6_A11	0	NA
1CDES_p6_A12	0	NA
1CDES_p6_A2	1	early-S
1CDES_p6_A3	1	G1
1CDES_p6_A4	1	early-S
1CDES_p6_A5	1	early-S
1CDES_p6_A6	0	NA
1CDES_p6_A7	0	NA
1CDES_p6_A8	1	early-S
1CDES_p6_A9	0	NA
1CDES_p6_B1	0	NA
1CDES_p6_B10	1	late-S/G2
1CDES_p6_B11	1	late-S/G2
1CDES_p6_B12	0	NA
1CDES_p6_B2	1	late-S/G2
1CDES_p6_B3	1	early-S
1CDES_p6_B4	1	late-S/G2
1CDES_p6_B5	1	early-S
1CDES_p6_B6	0	NA
1CDES_p6_B7	0	NA
1CDES_p6_B8	1	early-S
1CDES_p6_B9	0	NA
1CDES_p6_C1	0	NA
1CDES_p6_C10	1	post-M
1CDES_p6_C11	1	late-S/G2
1CDES_p6_C12	0	NA
1CDES_p6_C2	0	NA
1CDES_p6_C3	0	NA
1CDES_p6_C4	1	late-S/G2
1CDES_p6_C5	0	NA
1CDES_p6_C6	0	NA
1CDES_p6_C7	0	NA
1CDES_p6_C8	1	G1
1CDES_p6_C9	0	NA
1CDES_p6_D1	0	NA
1CDES_p6_D10	1	early-S
1CDES_p6_D11	0	NA
1CDES_p6_D12	1	early-S
1CDES_p6_D2	1	early-S
1CDES_p6_D3	0	NA
1CDES_p6_D4	0	NA
1CDES_p6_D5	0	NA
1CDES_p6_D6	0	NA
1CDES_p6_D7	1	post-M
1CDES_p6_D8	0	NA
1CDES_p6_D9	0	NA
1CDES_p6_E1	0	NA
1CDES_p6_E10	1	G1
1CDES_p6_E11	1	late-S/G2
1CDES_p6_E12	0	NA
1CDES_p6_E2	1	early-S
1CDES_p6_E3	0	NA
1CDES_p6_E4	0	NA
1CDES_p6_E5	1	early-S
1CDES_p6_E6	1	early-S
1CDES_p6_E7	1	early-S
1CDES_p6_E8	1	early-S
1CDES_p6_E9	1	late-S/G2
1CDES_p6_F1	1	pre-M
1CDES_p6_F10	1	late-S/G2
1CDES_p6_F11	1	early-S
1CDES_p6_F12	1	early-S
1CDES_p6_F2	1	post-M
1CDES_p6_F3	0	NA
1CDES_p6_F4	1	late-S/G2
1CDES_p6_F5	1	early-S
1CDES_p6_F6	1	G1
1CDES_p6_F7	0	NA
1CDES_p6_F8	1	post-M
1CDES_p6_F9	1	early-S
1CDES_p6_G1	1	G1
1CDES_p6_G10	0	NA
1CDES_p6_G11	0	NA
1CDES_p6_G12	1	early-S
1CDES_p6_G2	0	NA
1CDES_p6_G3	1	G1
1CDES_p6_G4	1	late-S/G2
1CDES_p6_G5	1	G1
1CDES_p6_G6	0	NA
1CDES_p6_G7	1	early-S
1CDES_p6_G8	0	NA
1CDES_p6_G9	0	NA
1CDES_p6_H1	0	NA
1CDES_p6_H10	0	NA
1CDES_p6_H11	1	early-S
1CDES_p6_H12	0	NA
1CDES_p6_H2	1	late-S/G2
1CDES_p6_H3	0	NA
1CDES_p6_H4	0	NA
1CDES_p6_H5	1	late-S/G2
1CDES_p6_H6	0	NA
1CDES_p6_H7	1	G1
1CDES_p6_H8	1	early-S
1CDES_p6_H9	1	G1
1CDES_p7_A1	0	NA
1CDES_p7_A10	1	G1
1CDES_p7_A11	0	NA
1CDES_p7_A12	1	G1
1CDES_p7_A2	0	NA
1CDES_p7_A3	1	early-S
1CDES_p7_A4	1	post-M
1CDES_p7_A5	1	late-S/G2
1CDES_p7_A6	0	NA
1CDES_p7_A7	0	NA
1CDES_p7_A8	0	NA
1CDES_p7_A9	0	NA
1CDES_p7_B1	0	NA
1CDES_p7_B10	1	G1
1CDES_p7_B11	1	late-S/G2
1CDES_p7_B12	1	late-S/G2
1CDES_p7_B2	0	NA
1CDES_p7_B3	0	NA
1CDES_p7_B4	1	late-S/G2
1CDES_p7_B5	1	early-S
1CDES_p7_B6	0	NA
1CDES_p7_B7	0	NA
1CDES_p7_B8	1	early-S
1CDES_p7_B9	1	late-S/G2
1CDES_p7_C1	0	NA
1CDES_p7_C10	1	early-S
1CDES_p7_C11	1	late-S/G2
1CDES_p7_C12	1	late-S/G2
1CDES_p7_C2	0	NA
1CDES_p7_C3	0	NA
1CDES_p7_C4	1	late-S/G2
1CDES_p7_C5	0	NA
1CDES_p7_C6	0	NA
1CDES_p7_C7	1	early-S
1CDES_p7_C8	1	early-S
1CDES_p7_C9	1	late-S/G2
1CDES_p7_D1	0	NA
1CDES_p7_D10	0	NA
1CDES_p7_D11	1	G1
1CDES_p7_D12	1	late-S/G2
1CDES_p7_D2	1	late-S/G2
1CDES_p7_D3	0	NA
1CDES_p7_D4	1	early-S
1CDES_p7_D5	1	early-S
1CDES_p7_D6	1	late-S/G2
1CDES_p7_D7	0	NA
1CDES_p7_D8	1	G1
1CDES_p7_D9	1	early-S
1CDES_p7_E1	1	late-S/G2
1CDES_p7_E10	0	NA
1CDES_p7_E11	1	early-S
1CDES_p7_E12	0	NA
1CDES_p7_E2	0	NA
1CDES_p7_E3	1	G1
1CDES_p7_E4	0	NA
1CDES_p7_E5	1	early-S
1CDES_p7_E6	0	NA
1CDES_p7_E7	1	early-S
1CDES_p7_E8	1	late-S/G2
1CDES_p7_E9	1	late-S/G2
1CDES_p7_F1	0	NA
1CDES_p7_F10	0	NA
1CDES_p7_F11	0	NA
1CDES_p7_F12	0	NA
1CDES_p7_F2	1	G1
1CDES_p7_F3	1	early-S
1CDES_p7_F4	1	G1
1CDES_p7_F5	1	early-S
1CDES_p7_F6	1	late-S/G2
1CDES_p7_F7	1	early-S
1CDES_p7_F8	1	late-S/G2
1CDES_p7_F9	0	NA
1CDES_p7_G1	0	NA
1CDES_p7_G10	0	NA
1CDES_p7_G11	1	late-S/G2
1CDES_p7_G12	1	early-S
1CDES_p7_G2	0	NA
1CDES_p7_G3	1	post-M
1CDES_p7_G4	1	late-S/G2
1CDES_p7_G5	1	late-S/G2
1CDES_p7_G6	1	late-S/G2
1CDES_p7_G7	1	early-S
1CDES_p7_G8	0	NA
1CDES_p7_G9	0	NA
1CDES_p7_H1	0	NA
