cond	cell_nm	passed_qc	group
2i_all	NXT_32	1	early-S
2i_all	NXT_33	1	late-S/G2
2i_all	NXT_33b	0	NA
2i_all	NXT_34	1	late-S/G2
2i_all	NXT_35	1	pre-M
2i_all	NXT_36	1	early-S
2i_all	NXT_37	1	early-S
2i_all	NXT_37b	0	NA
2i_all	NXT_38	1	late-S/G2
2i_all	NXT_38b	0	NA
2i_all	NXT_42	1	pre-M
2i_all	NXT_43	1	post-M
2i_all	NXT_44	1	late-S/G2
2i_all	NXT_45	1	late-S/G2
2i_all	NXT_46	1	late-S/G2
2i_all	NXT_47	0	NA
2i_all	NXT_48	1	late-S/G2
2i_all	NXT_52	1	late-S/G2
2i_all	NXT_53	1	early-S
2i_all	NXT_54	0	NA
2i_all	NXT_55	1	late-S/G2
2i_all	NXT_56	1	G1
2i_all	NXT_57	1	late-S/G2
2i_all	NXT_58	1	late-S/G2
2i_all	NXT_62	1	early-S
2i_all	NXT_63	1	early-S
2i_all	NXT_64	1	G1
2i_all	NXT_65	1	late-S/G2
2i_all	NXT_66	1	pre-M
2i_all	NXT_67	1	late-S/G2
2i_all	NXT_68	1	late-S/G2
2i_all	NXT_72	1	pre-M
2i_all	NXT_73	1	late-S/G2
2i_all	NXT_74	1	early-S
2i_all	NXT_75	1	late-S/G2
2i_all	NXT_76	1	late-S/G2
2i_all	NXT_77	1	G1
2i_all	NXT_78	0	NA
2i_all	NXT_78b	0	NA
2i_all	NXT_82	1	early-S
2i_all	NXT_83	1	early-S
2i_all	NXT_84	1	late-S/G2
2i_all	NXT_85	1	G1
2i_all	NXT_86	1	early-S
2i_all	NXT_87	1	late-S/G2
2i_all	NXT_88	1	early-S
2i_all	NXT_92	1	late-S/G2
2i_all	NXT_93	1	late-S/G2
2i_all	NXT_94	1	early-S
2i_all	NXT_95	1	late-S/G2
2i_all	NXT_96	1	early-S
2i_all	NXT_97	1	late-S/G2
2i_all	NXT_98	1	late-S/G2
2i_all	NXT_102	1	G1
2i_all	NXT_103	1	late-S/G2
2i_all	NXT_104	1	late-S/G2
2i_all	NXT_105	1	early-S
2i_all	NXT_106	1	early-S
2i_all	NXT_107	1	G1
2i_all	NXT_108	0	NA
2i_all	NXT_112	1	early-S
2i_all	NXT_113	1	late-S/G2
2i_all	NXT_114	1	late-S/G2
2i_all	NXT_115	1	early-S
2i_all	NXT_116	1	late-S/G2
2i_all	NXT_117	1	late-S/G2
2i_all	NXT_118	0	NA
2i_all	NXT_122	1	G1
2i_all	NXT_123	1	late-S/G2
2i_all	NXT_124	1	early-S
2i_all	NXT_125	1	pre-M
2i_all	NXT_126	1	late-S/G2
2i_all	NXT_127	1	late-S/G2
2i_all	NXT_128	1	G1
2i_all	NXT_142	1	late-S/G2
2i_all	NXT_143	1	early-S
2i_all	NXT_144	1	early-S
2i_all	NXT_145	1	pre-M
2i_all	NXT_146	1	late-S/G2
2i_all	NXT_147	0	NA
2i_all	NXT_148	1	late-S/G2
2i_all	NXT_152	1	late-S/G2
2i_all	NXT_153	1	late-S/G2
2i_all	NXT_154	1	late-S/G2
2i_all	NXT_155	1	early-S
2i_all	NXT_156	1	late-S/G2
2i_all	NXT_157	1	G1
2i_all	NXT_158	1	late-S/G2
2i_all	NXT_162	1	early-S
2i_all	NXT_163	1	late-S/G2
2i_all	NXT_164	1	late-S/G2
2i_all	NXT_165	1	early-S
2i_all	NXT_166	1	early-S
2i_all	NXT_167	1	late-S/G2
2i_all	NXT_168	1	early-S
2i_all	NXT_172	0	NA
2i_all	NXT_173	1	late-S/G2
2i_all	NXT_174	1	late-S/G2
2i_all	NXT_175	1	late-S/G2
2i_all	NXT_176	1	late-S/G2
2i_all	NXT_177	1	late-S/G2
2i_all	NXT_178	1	early-S
2i_all	NXT_182	0	NA
2i_all	NXT_183	1	late-S/G2
2i_all	NXT_184	1	early-S
2i_all	NXT_185	1	late-S/G2
2i_all	NXT_186	1	late-S/G2
2i_all	NXT_187	1	early-S
2i_all	NXT_188	1	early-S
2i_all	NXT_192	1	late-S/G2
2i_all	NXT_193	1	late-S/G2
2i_all	NXT_194	0	NA
2i_all	NXT_195	1	late-S/G2
2i_all	NXT_196	1	early-S
2i_all	NXT_197	1	early-S
2i_all	NXT_198	1	G1
2i_all	NXT_202	0	NA
2i_all	NXT_203	1	pre-M
2i_all	NXT_204	1	late-S/G2
2i_all	NXT_205	1	late-S/G2
2i_all	NXT_206	1	late-S/G2
2i_all	NXT_207	1	late-S/G2
2i_all	NXT_208	1	pre-M
2i_all	NXT_212	1	early-S
2i_all	NXT_213	1	late-S/G2
2i_all	NXT_214	1	early-S
2i_all	NXT_215	1	pre-M
2i_all	NXT_216	1	late-S/G2
2i_all	NXT_217	1	late-S/G2
2i_all	NXT_218	1	late-S/G2
2i_all	NXT_222	1	G1
2i_all	NXT_223	1	late-S/G2
2i_all	NXT_224	0	NA
2i_all	NXT_225	1	late-S/G2
2i_all	NXT_226	1	late-S/G2
2i_all	NXT_227	1	late-S/G2
2i_all	NXT_228	1	late-S/G2
2i_all	NXT_232	1	G1
2i_all	NXT_233	1	late-S/G2
2i_all	NXT_234	1	early-S
2i_all	NXT_235	1	late-S/G2
2i_all	NXT_236	1	early-S
2i_all	NXT_237	1	late-S/G2
2i_all	NXT_238	1	early-S
2i_all	NXT_242	1	late-S/G2
2i_all	NXT_243	1	early-S
2i_all	NXT_244	1	early-S
2i_all	NXT_245	1	early-S
2i_all	NXT_246	1	early-S
2i_all	NXT_247	1	late-S/G2
2i_all	NXT_248	1	G1
2i_all	NXT_252	1	late-S/G2
2i_all	NXT_253	1	late-S/G2
2i_all	NXT_254	0	NA
2i_all	NXT_255	1	early-S
2i_all	NXT_256	1	late-S/G2
2i_all	NXT_257	1	early-S
2i_all	NXT_258	1	late-S/G2
2i_all	NXT_282	1	late-S/G2
2i_all	NXT_283	1	late-S/G2
2i_all	NXT_284	1	late-S/G2
2i_all	NXT_285	1	late-S/G2
2i_all	NXT_286	1	early-S
2i_all	NXT_287	1	late-S/G2
2i_all	NXT_288	0	NA
2i_all	NXT_295	1	late-S/G2
2i_all	NXT_296	1	late-S/G2
2i_all	NXT_297	1	late-S/G2
2i_all	NXT_298	1	late-S/G2
2i_all	NXT_301	0	NA
2i_all	NXT_302	1	early-S
2i_all	NXT_303	1	late-S/G2
2i_all	NXT_304	1	late-S/G2
2i_all	NXT_306	0	NA
2i_all	NXT_307	0	NA
2i_all	NXT_308	0	NA
2i_all	NXT_311	0	NA
2i_all	NXT_312	1	late-S/G2
2i_all	NXT_313	1	early-S
2i_all	NXT_314	0	NA
2i_all	NXT_315	0	NA
2i_all	NXT_317	0	NA
2i_all	NXT_318	0	NA
2i_all	NXT_321	0	NA
2i_all	NXT_322	1	late-S/G2
2i_all	NXT_323	1	late-S/G2
2i_all	NXT_324	1	late-S/G2
2i_all	NXT_325	0	NA
2i_all	NXT_326	0	NA
2i_all	NXT_327	0	NA
2i_all	NXT_328	0	NA
2i_all	NXT_331	1	late-S/G2
2i_all	NXT_332	0	NA
2i_all	NXT_333	1	late-S/G2
2i_all	NXT_334	0	NA
2i_all	NXT_335	0	NA
2i_all	NXT_336	0	NA
2i_all	NXT_337	1	early-S
2i_all	NXT_338	0	NA
2i_all	NXT_341	1	early-S
2i_all	NXT_342	0	NA
2i_all	NXT_343	1	late-S/G2
2i_all	NXT_344	0	NA
2i_all	NXT_345	0	NA
2i_all	NXT_346	1	late-S/G2
2i_all	NXT_347	1	early-S
2i_all	NXT_348	0	NA
2i_all	NXT_351	1	late-S/G2
2i_all	NXT_352	0	NA
2i_all	NXT_353	1	early-S
2i_all	NXT_354	0	NA
2i_all	NXT_355	1	late-S/G2
2i_all	NXT_356	1	late-S/G2
2i_all	NXT_357	1	late-S/G2
2i_all	NXT_358	0	NA
2i_all	NXT_361	1	late-S/G2
2i_all	NXT_362	1	late-S/G2
2i_all	NXT_363	1	late-S/G2
2i_all	NXT_364	1	early-S
2i_all	NXT_365	0	NA
2i_all	NXT_366	1	late-S/G2
2i_all	NXT_367	1	late-S/G2
2i_all	NXT_368	0	NA
2i_all	NXT_371	1	late-S/G2
2i_all	NXT_372	1	early-S
2i_all	NXT_373	1	early-S
2i_all	NXT_374	1	early-S
2i_all	NXT_375	1	early-S
2i_all	NXT_376	1	late-S/G2
2i_all	NXT_378	0	NA
2i_all	NXT_381	1	late-S/G2
2i_all	NXT_382	1	late-S/G2
2i_all	NXT_383	1	early-S
2i_all	NXT_384	1	early-S
2i_all	NXT_385	1	early-S
2i_all	NXT_386	1	late-S/G2
2i_all	NXT_387	0	NA
2i_all	NXT_388	0	NA
2i_all	NXT_391	0	NA
2i_all	NXT_392	1	late-S/G2
2i_all	NXT_393	1	late-S/G2
2i_all	NXT_394	1	late-S/G2
2i_all	NXT_395	1	late-S/G2
2i_all	NXT_396	1	early-S
2i_all	NXT_397	1	late-S/G2
2i_all	NXT_398	0	NA
2i_all	NXT_401	0	NA
2i_all	NXT_402	1	late-S/G2
2i_all	NXT_403	0	NA
2i_all	NXT_404	1	late-S/G2
2i_all	NXT_405	0	NA
2i_all	NXT_406	1	G1
2i_all	NXT_407	0	NA
2i_all	NXT_408	0	NA
2i_all	NXT_411	0	NA
2i_all	NXT_412	1	early-S
2i_all	NXT_413	1	late-S/G2
2i_all	NXT_414	1	early-S
2i_all	NXT_415	1	late-S/G2
2i_all	NXT_417	0	NA
2i_all	NXT_418	0	NA
2i_all	NXT_2011	0	NA
2i_all	NXT_2012	0	NA
2i_all	NXT_2013	0	NA
2i_all	NXT_2014	1	early-S
2i_all	NXT_2015	0	NA
2i_all	NXT_2016	0	NA
2i_all	NXT_2017	0	NA
2i_all	NXT_2018	0	NA
2i_all	NXT_2021	0	NA
2i_all	NXT_2022	1	late-S/G2
2i_all	NXT_2023	1	late-S/G2
2i_all	NXT_2024	1	early-S
2i_all	NXT_2025	0	NA
2i_all	NXT_2026	1	late-S/G2
2i_all	NXT_2027	0	NA
2i_all	NXT_2028	0	NA
2i_all	NXT_2031	0	NA
2i_all	NXT_2032	1	late-S/G2
2i_all	NXT_2033	1	late-S/G2
2i_all	NXT_2034	0	NA
2i_all	NXT_2035	0	NA
2i_all	NXT_2036	0	NA
2i_all	NXT_2037	1	late-S/G2
2i_all	NXT_2038	0	NA
2i_all	NXT_2041	1	late-S/G2
2i_all	NXT_2042	0	NA
2i_all	NXT_2043	0	NA
2i_all	NXT_2044	0	NA
2i_all	NXT_2045	1	G1
2i_all	NXT_2046	1	G1
2i_all	NXT_2047	0	NA
2i_all	NXT_2048	1	early-S
2i_all	NXT_2051	1	late-S/G2
2i_all	NXT_2052	1	late-S/G2
2i_all	NXT_2053	1	late-S/G2
2i_all	NXT_2054	1	early-S
2i_all	NXT_2055	1	G1
2i_all	NXT_2056	1	G1
2i_all	NXT_2057	1	late-S/G2
2i_all	NXT_2058	0	NA
2i_all	NXT_2061	1	late-S/G2
2i_all	NXT_2062	1	late-S/G2
2i_all	NXT_2063	0	NA
2i_all	NXT_2064	0	NA
2i_all	NXT_2065	1	late-S/G2
2i_all	NXT_2066	0	NA
2i_all	NXT_2067	0	NA
2i_all	NXT_2068	0	NA
2i_all	NXT_2071	1	early-S
2i_all	NXT_2072	1	early-S
2i_all	NXT_2073	1	G1
2i_all	NXT_2074	1	late-S/G2
2i_all	NXT_2075	1	late-S/G2
2i_all	NXT_2076	1	late-S/G2
2i_all	NXT_2077	0	NA
2i_all	NXT_2078	0	NA
2i_all	NXT_2081	1	early-S
2i_all	NXT_2082	0	NA
2i_all	NXT_2083	1	late-S/G2
2i_all	NXT_2084	1	late-S/G2
2i_all	NXT_2085	1	G1
2i_all	NXT_2086	1	late-S/G2
2i_all	NXT_2087	1	G1
2i_all	NXT_2088	1	late-S/G2
2i_all	NXT_2091	0	NA
2i_all	NXT_2092	1	G1
2i_all	NXT_2093	1	early-S
2i_all	NXT_2094	1	early-S
2i_all	NXT_2095	1	G1
2i_all	NXT_2096	1	late-S/G2
2i_all	NXT_2097	0	NA
2i_all	NXT_2098	0	NA
2i_all	NXT_2101	0	NA
2i_all	NXT_2102	1	G1
2i_all	NXT_2103	1	early-S
2i_all	NXT_2104	1	late-S/G2
2i_all	NXT_2105	0	NA
2i_all	NXT_2106	0	NA
2i_all	NXT_2107	0	NA
2i_all	NXT_2108	0	NA
2i_all	NXT_2111	0	NA
2i_all	NXT_2112	1	early-S
2i_all	NXT_2113	1	late-S/G2
2i_all	NXT_2114	1	G1
2i_all	NXT_2115	1	late-S/G2
2i_all	NXT_2116	0	NA
2i_all	NXT_2117	0	NA
2i_all	NXT_2118	0	NA
2i_all	NXT_2121	0	NA
2i_all	NXT_2122	1	late-S/G2
2i_all	NXT_2123	1	early-S
2i_all	NXT_2124	1	late-S/G2
2i_all	NXT_2125	1	early-S
2i_all	NXT_2126	1	late-S/G2
2i_all	NXT_2127	0	NA
2i_all	NXT_2128	0	NA
2i_all	NXT_2131	0	NA
2i_all	NXT_2132	0	NA
2i_all	NXT_2133	1	late-S/G2
2i_all	NXT_2134	0	NA
2i_all	NXT_2135	1	late-S/G2
2i_all	NXT_2136	1	G1
2i_all	NXT_2137	0	NA
2i_all	NXT_2138	0	NA
2i_all	NXT_2141	0	NA
2i_all	NXT_2142	0	NA
2i_all	NXT_2143	1	late-S/G2
2i_all	NXT_2144	0	NA
2i_all	NXT_2145	0	NA
2i_all	NXT_2146	0	NA
2i_all	NXT_2147	0	NA
2i_all	NXT_2148	0	NA
2i_all	NXT_2151	0	NA
2i_all	NXT_2152	1	early-S
2i_all	NXT_2153	1	G1
2i_all	NXT_2154	0	NA
2i_all	NXT_2155	0	NA
2i_all	NXT_2156	0	NA
2i_all	NXT_2157	1	late-S/G2
2i_all	NXT_2158	0	NA
2i_all	NXT_2161	0	NA
2i_all	NXT_2162	0	NA
2i_all	NXT_2163	1	early-S
2i_all	NXT_2164	0	NA
2i_all	NXT_2165	0	NA
2i_all	NXT_2166	0	NA
2i_all	NXT_2167	1	G1
2i_all	NXT_2168	0	NA
2i_all	NXT_2171	0	NA
2i_all	NXT_2172	1	late-S/G2
2i_all	NXT_2173	1	late-S/G2
2i_all	NXT_2174	1	late-S/G2
2i_all	NXT_2175	1	early-S
2i_all	NXT_2176	1	G1
2i_all	NXT_2177	1	late-S/G2
2i_all	NXT_2178	0	NA
2i_all	NXT_2181	1	early-S
2i_all	NXT_2182	0	NA
2i_all	NXT_2183	0	NA
2i_all	NXT_2184	1	late-S/G2
2i_all	NXT_2185	1	late-S/G2
2i_all	NXT_2186	1	late-S/G2
2i_all	NXT_2187	1	G1
2i_all	NXT_2188	0	NA
2i_all	NXT_2191	1	early-S
2i_all	NXT_2192	1	early-S
2i_all	NXT_2193	1	early-S
2i_all	NXT_2194	1	G1
2i_all	NXT_2195	0	NA
2i_all	NXT_2196	0	NA
2i_all	NXT_2197	0	NA
2i_all	NXT_2198	0	NA
2i_all	NXT_2201	0	NA
2i_all	NXT_2202	1	early-S
2i_all	NXT_2203	1	late-S/G2
2i_all	NXT_2204	1	early-S
2i_all	NXT_2205	1	early-S
2i_all	NXT_2206	1	late-S/G2
2i_all	NXT_2207	1	early-S
2i_all	NXT_2208	0	NA
2i_all	NXT_2211	1	late-S/G2
2i_all	NXT_2212	1	early-S
2i_all	NXT_2213	1	late-S/G2
2i_all	NXT_2214	1	early-S
2i_all	NXT_2215	1	late-S/G2
2i_all	NXT_2216	1	late-S/G2
2i_all	NXT_2217	1	early-S
2i_all	NXT_2218	0	NA
2i_all	NXT_2221	1	early-S
2i_all	NXT_2222	1	early-S
2i_all	NXT_2223	1	early-S
2i_all	NXT_2224	1	pre-M
2i_all	NXT_2225	1	late-S/G2
2i_all	NXT_2226	1	early-S
2i_all	NXT_2227	1	late-S/G2
2i_all	NXT_2228	0	NA
2i_all	NXT_2231	0	NA
2i_all	NXT_2232	0	NA
2i_all	NXT_2233	1	late-S/G2
2i_all	NXT_2234	1	late-S/G2
2i_all	NXT_2235	0	NA
2i_all	NXT_2236	0	NA
2i_all	NXT_2237	0	NA
2i_all	NXT_2238	0	NA
2i_all	NXT_2241	0	NA
2i_all	NXT_2242	1	early-S
2i_all	NXT_2243	1	late-S/G2
2i_all	NXT_2244	1	early-S
2i_all	NXT_2245	0	NA
2i_all	NXT_2246	0	NA
2i_all	NXT_2247	0	NA
2i_all	NXT_2248	0	NA
2i_all	NXT_2251	0	NA
2i_all	NXT_2252	0	NA
2i_all	NXT_2253	0	NA
2i_all	NXT_2254	0	NA
2i_all	NXT_2255	0	NA
2i_all	NXT_2256	0	NA
2i_all	NXT_2257	1	late-S/G2
2i_all	NXT_2258	0	NA
2i_all	NXT_2261	0	NA
2i_all	NXT_2262	0	NA
2i_all	NXT_2263	0	NA
2i_all	NXT_2264	1	late-S/G2
2i_all	NXT_2265	0	NA
2i_all	NXT_2266	0	NA
2i_all	NXT_2267	0	NA
2i_all	NXT_2268	0	NA
2i_all	NXT_2271	0	NA
2i_all	NXT_2272	1	early-S
2i_all	NXT_2273	0	NA
2i_all	NXT_2274	0	NA
2i_all	NXT_2275	1	early-S
2i_all	NXT_2276	0	NA
2i_all	NXT_2277	0	NA
2i_all	NXT_2278	0	NA
2i_all	NXT_2281	0	NA
2i_all	NXT_2282	0	NA
2i_all	NXT_2283	0	NA
2i_all	NXT_2284	0	NA
2i_all	NXT_2285	0	NA
2i_all	NXT_2286	0	NA
2i_all	NXT_2287	0	NA
2i_all	NXT_2288	0	NA
2i_all	NXT_2291	0	NA
2i_all	NXT_2292	0	NA
2i_all	NXT_2293	1	late-S/G2
2i_all	NXT_2294	0	NA
2i_all	NXT_2295	1	late-S/G2
2i_all	NXT_2296	1	early-S
2i_all	NXT_2297	1	late-S/G2
2i_all	NXT_2298	0	NA
2i_all	NXT_2301	0	NA
2i_all	NXT_2302	0	NA
2i_all	NXT_2303	1	late-S/G2
2i_all	NXT_2304	0	NA
2i_all	NXT_2305	0	NA
2i_all	NXT_2306	1	G1
2i_all	NXT_2307	1	late-S/G2
2i_all	NXT_2308	1	early-S
2i_all	NXT_2311	0	NA
2i_all	NXT_2312	0	NA
2i_all	NXT_2313	1	G1
2i_all	NXT_2314	1	late-S/G2
2i_all	NXT_2315	1	late-S/G2
2i_all	NXT_2316	1	late-S/G2
2i_all	NXT_2317	0	NA
2i_all	NXT_2318	1	early-S
2i_all	NXT_2321	0	NA
2i_all	NXT_2322	0	NA
2i_all	NXT_2323	1	late-S/G2
2i_all	NXT_2324	1	late-S/G2
2i_all	NXT_2325	1	late-S/G2
2i_all	NXT_2326	0	NA
2i_all	NXT_2327	1	early-S
2i_all	NXT_2328	1	late-S/G2
2i_all	NXT_2331	0	NA
2i_all	NXT_2332	0	NA
2i_all	NXT_2333	1	late-S/G2
2i_all	NXT_2334	1	late-S/G2
2i_all	NXT_2335	1	late-S/G2
2i_all	NXT_2336	1	late-S/G2
2i_all	NXT_2337	1	late-S/G2
2i_all	NXT_2338	1	late-S/G2
2i_all	NXT_2341	0	NA
2i_all	NXT_2342	0	NA
2i_all	NXT_2343	1	late-S/G2
2i_all	NXT_2344	0	NA
2i_all	NXT_2345	0	NA
2i_all	NXT_2346	1	early-S
2i_all	NXT_2347	1	late-S/G2
2i_all	NXT_2348	1	early-S
2i_all	NXT_2351	0	NA
2i_all	NXT_2352	1	early-S
2i_all	NXT_2353	1	late-S/G2
2i_all	NXT_2354	0	NA
2i_all	NXT_2355	0	NA
2i_all	NXT_2356	0	NA
2i_all	NXT_2357	0	NA
2i_all	NXT_2358	0	NA
2i_all	NXT_2361	0	NA
2i_all	NXT_2362	0	NA
2i_all	NXT_2363	0	NA
2i_all	NXT_2364	0	NA
2i_all	NXT_2365	0	NA
2i_all	NXT_2366	0	NA
2i_all	NXT_2367	0	NA
2i_all	NXT_2368	0	NA
2i_all	NXT_2371	0	NA
2i_all	NXT_2372	1	early-S
2i_all	NXT_2373	0	NA
2i_all	NXT_2374	1	G1
2i_all	NXT_2375	1	early-S
2i_all	NXT_2376	0	NA
2i_all	NXT_2377	0	NA
2i_all	NXT_2378	0	NA
2i_all	NXT_2381	0	NA
