bin1 bin2 count
2843 3083 16 4.733305106767513e-14
2844 3083 16 4.733305106767513e-14
2848 3111 17 2.900233180844394e-15
2849 3083 16 4.733305106767513e-14
2850 3083 14 1.0369300709661378e-11
2851 3083 13 1.3803128234085672e-10
2851 4907 17 2.900233180844394e-15
2852 3083 22 1.0719681946871952e-21
2853 3083 16 4.733305106767513e-14
2857 3083 15 7.247169998738484e-13
2859 3083 18 1.6729175447252525e-16
2859 3570 26 3.188905832629607e-27
2864 3083 15 7.247169998738484e-13
2866 3083 14 1.0369300709661378e-11
2870 3384 14 1.0369300709661378e-11
2876 4809 35 1.1849651032016336e-40
2894 3083 12 1.70073082152859e-09
2900 3083 12 1.70073082152859e-09
2904 3083 13 1.3803128234085672e-10
2947 3575 14 1.0369300709661378e-11
2948 3575 58 1.2728487013717303e-79
3003 4340 13 1.3803128234085672e-10
3022 3303 16 4.733305106767513e-14
3030 4608 14 1.0369300709661378e-11
3050 4529 16 4.733305106767513e-14
3075 4956 16 4.733305106767513e-14
3083 3328 19 9.112285032649403e-18
3083 3329 12 1.70073082152859e-09
3083 3330 14 1.0369300709661378e-11
3083 3331 15 7.247169998738484e-13
3083 3345 14 1.0369300709661378e-11
3083 3570 18 1.6729175447252525e-16
3083 3571 51 3.621709959497422e-67
3083 3572 41 3.0371930629733333e-50
3083 3573 26 3.188905832629607e-27
3083 3574 17 2.900233180844394e-15
3083 3575 34 4.2270278477901376e-39
3083 3576 16 4.733305106767513e-14
3083 3577 22 1.0719681946871952e-21
3083 3578 17 2.900233180844394e-15
3083 3579 16 4.733305106767513e-14
3083 3580 24 2.0196230733104994e-24
3083 3581 24 2.0196230733104994e-24
3083 3582 30 4.906687301770696e-33
3083 3583 23 4.760836778075919e-23
3083 3584 15 7.247169998738484e-13
3083 3585 15 7.247169998738484e-13
3083 3586 21 2.3011720839783498e-20
3083 3587 17 2.900233180844394e-15
3083 3588 15 7.247169998738484e-13
3083 3589 13 1.3803128234085672e-10
3083 3592 31 1.5742512382460883e-34
3083 3594 13 1.3803128234085672e-10
3083 3597 14 1.0369300709661378e-11
3083 3598 18 1.6729175447252525e-16
3083 3600 17 2.900233180844394e-15
3083 3602 18 1.6729175447252525e-16
3083 3603 20 4.699929251219321e-19
3083 3606 16 4.733305106767513e-14
3083 3607 14 1.0369300709661378e-11
3083 3611 14 1.0369300709661378e-11
3083 3613 13 1.3803128234085672e-10
3083 3614 13 1.3803128234085672e-10
3083 3620 12 1.70073082152859e-09
3083 3623 12 1.70073082152859e-09
3083 3629 12 1.70073082152859e-09
3083 3632 13 1.3803128234085672e-10
3083 3636 13 1.3803128234085672e-10
3083 3662 12 1.70073082152859e-09
3083 3680 56 5.13159412922428e-76
3083 3824 19 9.112285032649403e-18
3083 3826 13 1.3803128234085672e-10
3083 3828 17 2.900233180844394e-15
3083 3829 20 4.699929251219321e-19
3083 3830 27 1.1905697123076071e-28
3083 3831 21 2.3011720839783498e-20
3083 3832 22 1.0719681946871952e-21
3083 3833 21 2.3011720839783498e-20
3083 3834 31 1.5742512382460883e-34
3083 3835 21 2.3011720839783498e-20
3083 3836 28 4.2719251206625985e-30
3083 3837 14 1.0369300709661378e-11
3083 3838 24 2.0196230733104994e-24
3083 3839 29 1.475018755126236e-31
3083 3840 24 2.0196230733104994e-24
3083 3841 23 4.760836778075919e-23
3083 3842 31 1.5742512382460883e-34
3083 3843 58 1.2728487013717303e-79
3083 3844 54 1.8991249172852065e-72
3083 3845 44 3.321379847787039e-55
3083 3846 14 1.0369300709661378e-11
3083 3847 17 2.900233180844394e-15
3083 3848 15 7.247169998738484e-13
3083 3850 16 4.733305106767513e-14
3083 3852 12 1.70073082152859e-09
3083 3853 12 1.70073082152859e-09
3083 3862 13 1.3803128234085672e-10
3083 3872 12 1.70073082152859e-09
3083 4062 28 4.2719251206625985e-30
3083 4063 19 9.112285032649403e-18
3083 4064 29 1.475018755126236e-31
3083 4065 14 1.0369300709661378e-11
3083 4066 19 9.112285032649403e-18
3083 4067 17 2.900233180844394e-15
3083 4068 17 2.900233180844394e-15
3083 4069 23 4.760836778075919e-23
3083 4070 24 2.0196230733104994e-24
3083 4071 18 1.6729175447252525e-16
3083 4072 26 3.188905832629607e-27
3083 4073 19 9.112285032649403e-18
3083 4074 15 7.247169998738484e-13
3083 4075 12 1.70073082152859e-09
3083 4077 21 2.3011720839783498e-20
3083 4078 16 4.733305106767513e-14
3083 4079 20 4.699929251219321e-19
3083 4080 20 4.699929251219321e-19
3083 4081 23 4.760836778075919e-23
3083 4082 19 9.112285032649403e-18
3083 4084 14 1.0369300709661378e-11
3083 4085 22 1.0719681946871952e-21
3083 4086 19 9.112285032649403e-18
3083 4087 24 2.0196230733104994e-24
3083 4088 21 2.3011720839783498e-20
3083 4089 12 1.70073082152859e-09
3083 4090 16 4.733305106767513e-14
3083 4091 13 1.3803128234085672e-10
3083 4092 16 4.733305106767513e-14
3083 4094 17 2.900233180844394e-15
3083 4096 20 4.699929251219321e-19
3083 4099 16 4.733305106767513e-14
3083 4100 17 2.900233180844394e-15
3083 4101 17 2.900233180844394e-15
3083 4103 15 7.247169998738484e-13
3083 4107 17 2.900233180844394e-15
3083 4109 14 1.0369300709661378e-11
3083 4111 15 7.247169998738484e-13
3083 4112 15 7.247169998738484e-13
3083 4117 12 1.70073082152859e-09
3083 4118 15 7.247169998738484e-13
3083 4127 12 1.70073082152859e-09
3083 4128 13 1.3803128234085672e-10
3083 4133 13 1.3803128234085672e-10
3083 4255 303 0.0
3083 4270 13 1.3803128234085672e-10
3083 4271 27 1.1905697123076071e-28
3083 4272 26 3.188905832629607e-27
3083 4273 21 2.3011720839783498e-20
3083 4274 23 4.760836778075919e-23
3083 4275 19 9.112285032649403e-18
3083 4276 25 8.197716641121687e-26
3083 4277 24 2.0196230733104994e-24
3083 4278 24 2.0196230733104994e-24
3083 4279 20 4.699929251219321e-19
3083 4280 14 1.0369300709661378e-11
3083 4281 15 7.247169998738484e-13
3083 4282 14 1.0369300709661378e-11
3083 4283 22 1.0719681946871952e-21
3083 4284 21 2.3011720839783498e-20
3083 4285 17 2.900233180844394e-15
3083 4286 12 1.70073082152859e-09
3083 4287 17 2.900233180844394e-15
3083 4288 16 4.733305106767513e-14
3083 4289 16 4.733305106767513e-14
3083 4291 12 1.70073082152859e-09
3083 4294 12 1.70073082152859e-09
3083 4296 17 2.900233180844394e-15
3083 4312 12 1.70073082152859e-09
3083 4315 14 1.0369300709661378e-11
3083 4318 13 1.3803128234085672e-10
3083 4467 48 5.6124094460469605e-62
3083 4468 27 1.1905697123076071e-28
3083 4469 25 8.197716641121687e-26
3083 4470 32 4.8764269847877145e-36
3083 4471 29 1.475018755126236e-31
3083 4472 19 9.112285032649403e-18
3083 4473 14 1.0369300709661378e-11
3083 4479 12 1.70073082152859e-09
3083 4480 12 1.70073082152859e-09
3083 4482 15 7.247169998738484e-13
3083 4483 12 1.70073082152859e-09
3083 4485 14 1.0369300709661378e-11
3083 4486 17 2.900233180844394e-15
3083 4488 13 1.3803128234085672e-10
3083 4489 13 1.3803128234085672e-10
3083 4490 17 2.900233180844394e-15
3083 4491 14 1.0369300709661378e-11
3083 4492 27 1.1905697123076071e-28
3083 4493 15 7.247169998738484e-13
3083 4494 17 2.900233180844394e-15
3083 4495 15 7.247169998738484e-13
3083 4496 17 2.900233180844394e-15
3083 4497 16 4.733305106767513e-14
3083 4498 12 1.70073082152859e-09
3083 4500 13 1.3803128234085672e-10
3083 4501 12 1.70073082152859e-09
3083 4504 14 1.0369300709661378e-11
3083 4509 15 7.247169998738484e-13
3083 4510 16 4.733305106767513e-14
3083 4516 16 4.733305106767513e-14
3083 4525 16 4.733305106767513e-14
3083 4541 14 1.0369300709661378e-11
3083 4658 84 1.690853838979716e-129
3083 4668 13 1.3803128234085672e-10
3083 4676 12 1.70073082152859e-09
3083 4679 12 1.70073082152859e-09
3083 4681 12 1.70073082152859e-09
3083 4686 13 1.3803128234085672e-10
3083 4843 13 1.3803128234085672e-10
3083 4858 17 2.900233180844394e-15
3083 4866 12 1.70073082152859e-09
3083 4898 12 1.70073082152859e-09
3083 4970 12 1.70073082152859e-09
3083 4971 18 1.6729175447252525e-16
3083 4972 23 4.760836778075919e-23
3083 4977 14 1.0369300709661378e-11
3083 4978 12 1.70073082152859e-09
3083 4979 16 4.733305106767513e-14
3083 4980 19 9.112285032649403e-18
3083 4982 14 1.0369300709661378e-11
3083 4998 13 1.3803128234085672e-10
3083 5003 12 1.70073082152859e-09
3083 5026 13 1.3803128234085672e-10
3086 4328 14 1.0369300709661378e-11
3110 3615 19 9.112285032649403e-18
3136 4330 13 1.3803128234085672e-10
3142 4111 13 1.3803128234085672e-10
3142 4883 21 2.3011720839783498e-20
3142 4884 40 1.2957898632920952e-48
3153 4397 15 7.247169998738484e-13
3155 3459 13 1.3803128234085672e-10
3161 3707 14 1.0369300709661378e-11
3163 3935 12 1.70073082152859e-09
3169 4698 12 1.70073082152859e-09
3202 3704 24 2.0196230733104994e-24
3202 4219 16 4.733305106767513e-14
3232 4106 20 4.699929251219321e-19
3232 4107 38 2.166075064274391e-45
3232 4108 40 1.2957898632920952e-48
3232 4175 14 1.0369300709661378e-11
3243 3619 12 1.70073082152859e-09
3244 3674 27 1.1905697123076071e-28
3244 4127 24 2.0196230733104994e-24
3264 4004 13 1.3803128234085672e-10
3264 5089 18 1.6729175447252525e-16
3285 3463 17 2.900233180844394e-15
3294 4541 144 0.0
3306 4904 40 1.2957898632920952e-48
3320 4954 17 2.900233180844394e-15
3320 4955 23 4.760836778075919e-23
3320 4956 55 3.155843012673527e-74
3327 4467 16 4.733305106767513e-14
3337 4562 33 1.459791266399764e-37
3344 3649 19 9.112285032649403e-18
3378 3716 22 1.0719681946871952e-21
3401 5125 22 1.0719681946871952e-21
3416 5172 19 9.112285032649403e-18
3417 4746 14 1.0369300709661378e-11
3541 3775 16 4.733305106767513e-14
3542 3775 43 1.5368417235082803e-53
3546 5250 16 4.733305106767513e-14
3556 4088 14 1.0369300709661378e-11
3598 3879 23 4.760836778075919e-23
3620 4517 12 1.70073082152859e-09
3635 3950 12 1.70073082152859e-09
3644 4669 16 4.733305106767513e-14
3680 4255 307 0.0
3690 4253 13 1.3803128234085672e-10
3698 4990 24 2.0196230733104994e-24
3716 4672 18 1.6729175447252525e-16
3753 4510 13 1.3803128234085672e-10
3758 4877 12 1.70073082152859e-09
3762 4381 23 4.760836778075919e-23
3914 4433 17 2.900233180844394e-15
3938 4326 13 1.3803128234085672e-10
3952 4260 14 1.0369300709661378e-11
3975 4184 15 7.247169998738484e-13
4032 4942 13 1.3803128234085672e-10
4064 4830 22 1.0719681946871952e-21
4125 5137 15 7.247169998738484e-13
4129 4512 17 2.900233180844394e-15
4219 4623 18 1.6729175447252525e-16
4255 4658 16 4.733305106767513e-14
4270 4658 35 1.1849651032016336e-40
4270 4659 23 4.760836778075919e-23
4270 4840 36 3.218486513031829e-42
4270 4841 14 1.0369300709661378e-11
4294 4707 12 1.70073082152859e-09
4298 4550 12 1.70073082152859e-09
4298 4551 14 1.0369300709661378e-11
4309 4554 16 4.733305106767513e-14
4349 4622 12 1.70073082152859e-09
4365 4920 20 4.699929251219321e-19
4378 5000 13 1.3803128234085672e-10
4438 5162 20 4.699929251219321e-19
4484 4952 22 1.0719681946871952e-21
4529 4902 35 1.1849651032016336e-40
4541 4799 18 1.6729175447252525e-16
4651 4956 19 9.112285032649403e-18
4910 5210 20 4.699929251219321e-19
4926 4975 19 9.112285032649403e-18
